Code,Name,ID,District,D-Pres Vote,R-Pres Vote,TP-Pres Vote,D-Dist Vote,R-Dist Vote,Contested,AREA,POPULATION,IDEAL_VALU,DEVIATION,F_DEVIATIO,sumTOTALPOP,sumWHITE,sumBLACK,sumNATIVE,sumASIAN,sumPACISLAND,sumOTHER,sumTWO_PLUS,sumHISPANIC,sumNATALNCOMB,sumMALE,sumFEMALE,sumGRPQTRS,sumHOUSEUNITS,sumVACANT,sumOCCUPIED,sumOWNED,sumRENTED,count,County,Incumbent D,Incumbent R,Winner,Reg. Voters,Reg. D-Voters,Reg. R-Voters,Reg. N-Voters,Reg. U-Voters,pr_D-Pres,pr_R-Pres,pr_TP=Pres,pr_White,pr_Native,pop_dens
01-480,Fairbanks No. 5,270,1,228,365,83,487,NA,D,0.73,2885,1622,1263,0.7787,2885,1929,165,307,178,26,57,223,214,419,1481,1404,11,1283,111,1172,589,583,62,Fairbanks North Star Borough,1,0,D,2092,306,577,348,783,0.337278107,0.539940828,0.122781065,0.668630849,0.106412478,3952.054795
01-465,Fairbanks No. 2,267,1,120,157,41,233,NA,D,0.47,1542,1622,-80,-0.0493,1542,973,92,317,39,1,20,100,82,393,777,765,24,1039,144,895,141,754,77,Fairbanks North Star Borough,1,0,D,1151,226,253,152,446,0.377358491,0.493710692,0.128930818,0.630998703,0.205577173,3280.851064
01-485,Fairbanks No. 6,271,1,119,182,42,264,NA,D,1.85,2483,1622,861,0.5308,2483,1335,344,433,105,15,37,214,155,536,1356,1127,387,883,97,786,271,515,90,Fairbanks North Star Borough,1,0,D,1393,250,311,199,566,0.346938776,0.530612245,0.12244898,0.537656061,0.174385824,1342.162162
01-446, Aurora,266,1,295,434,110,633,NA,D,1.55,2995,1622,1373,0.8465,3045,2173,123,359,92,3,59,236,192,518,1552,1493,7,1459,232,1227,700,527,110,Fairbanks North Star Borough,1,0,D,2488,370,658,400,954,0.351609058,0.517282479,0.131108462,0.7136289,0.117898194,1932.258065
01-490,Fairbanks No. 7,272,1,216,228,45,398,NA,D,1.48,3010,1622,1388,0.8557,3010,1617,372,512,139,20,58,292,247,694,1539,1471,229,1265,99,1166,320,846,111,Fairbanks North Star Borough,1,0,D,1875,392,397,275,701,0.441717791,0.466257669,0.09202454,0.537209302,0.170099668,2033.783784
01-470,Fairbanks No. 3,268,1,205,218,55,356,NA,D,0.4,1872,1622,250,0.1541,1872,1244,117,277,50,3,43,138,119,341,953,919,120,1032,131,901,370,531,63,Fairbanks North Star Borough,1,0,D,1451,283,313,278,509,0.428870293,0.456066946,0.115062762,0.664529915,0.147970085,4680
01-475,Fairbanks No. 4,269,1,86,149,28,181,NA,D,0.56,1143,1622,-479,-0.2953,1153,759,48,195,30,0,15,106,69,259,583,570,95,503,73,430,209,221,43,Fairbanks North Star Borough,1,0,D,774,116,168,139,307,0.326996198,0.566539924,0.106463878,0.658282741,0.169124024,2041.071429
01-495,Fairbanks No. 10,273,1,58,119,13,123,NA,D,0.59,1137,1622,-485,-0.299,1137,785,109,99,44,2,27,71,87,120,581,556,29,605,56,549,131,418,22,Fairbanks North Star Borough,1,0,D,840,135,240,132,297,0.305263158,0.626315789,0.068421053,0.690413369,0.08707124,1927.118644
01-455,Fairbanks No. 1,329,1,65,113,13,142,NA,D,0.58,659,1622,-963,-0.5937,649,494,18,73,15,0,13,36,40,94,333,316,0,338,33,305,146,159,54,Fairbanks North Star Borough,1,0,D,502,88,123,94,168,0.340314136,0.591623037,0.068062827,0.761171032,0.11248074,1136.206897
02-365,Fairbanks No. 9,276,2,256,558,86,216,706,B,1.13,3939,1622,2317,1.4285,3939,2751,344,233,144,41,87,339,352,389,2003,1936,48,1539,148,1391,720,671,104,Fairbanks North Star Borough,0,1,R,2862,434,850,405,1050,0.284444444,0.62,0.095555556,0.698400609,0.059152069,3485.840708
02-375, Fort Wainwright,277,2,88,217,46,86,237,B,15.56,7132,1622,5510,3.397,7132,4885,980,96,173,135,364,499,1105,247,4228,2904,1551,1697,204,1493,12,1481,205,Fairbanks North Star Borough,0,1,R,3502,585,1198,378,1183,0.250712251,0.618233618,0.131054131,0.68494111,0.01346046,458.3547558
02-345,Badger No. 2,274,2,214,754,108,192,838,B,16.28,3901,1622,2279,1.4051,3901,3155,127,258,56,7,46,252,195,385,2046,1855,0,1607,166,1441,1040,401,148,Fairbanks North Star Borough,0,1,R,2939,291,969,417,1105,0.198884758,0.700743494,0.100371747,0.808766983,0.066136888,239.6191646
02-355,Fairbanks No. 8,275,2,202,308,66,177,384,B,2.13,2766,1622,1144,0.7053,2716,1924,118,253,116,16,50,239,179,413,1419,1297,17,1427,196,1231,524,707,107,Fairbanks North Star Borough,0,1,R,1930,316,473,316,728,0.350694444,0.534722222,0.114583333,0.708394698,0.093151694,1298.591549
03-165, Newby,280,3,174,919,118,78,724,B,5.27,4163,1622,2541,1.5666,4163,3570,90,167,80,5,55,196,202,280,2161,2002,1,1523,89,1434,1092,342,120,Fairbanks North Star Borough,0,1,R,3264,219,1295,372,1221,0.143682907,0.758876961,0.097440132,0.857554648,0.040115301,789.943074
03-135, Chena Lakes,279,3,135,761,91,65,618,B,13.25,3645,1622,2023,1.2472,3645,3093,127,113,63,7,30,212,178,226,1912,1733,0,1307,83,1224,951,273,153,Fairbanks North Star Borough,0,1,R,2645,195,1062,328,941,0.136778116,0.771023303,0.092198582,0.848559671,0.031001372,275.0943396
03-183, Plack,281,3,132,794,113,45,673,B,17.01,3676,1622,2054,1.2663,3676,3092,87,189,55,11,19,223,140,347,1897,1779,0,1413,146,1267,1022,245,115,Fairbanks North Star Borough,0,1,R,2708,185,1053,354,977,0.127045236,0.764196343,0.108758422,0.841131665,0.051414581,216.1081717
03-130,Badger No. 1,278,3,202,753,88,65,622,B,20.22,4072,1622,2450,1.5105,4072,3441,92,194,53,3,36,253,166,364,2138,1934,4,1625,147,1478,1141,337,142,Fairbanks North Star Borough,0,1,R,3036,245,1116,401,1138,0.1936721,0.721955896,0.084372004,0.845039293,0.047642436,201.3847676
03-175, North Pole,330,3,108,393,65,49,322,B,4.15,2117,1622,495,0.3052,2117,1686,115,71,85,2,22,136,130,129,1071,1046,10,916,88,828,458,370,113,Fairbanks North Star Borough,0,1,R,1644,129,582,219,630,0.190812721,0.69434629,0.114840989,0.796410014,0.033538026,510.1204819
04-260,Goldstream No. 2,285,4,411,202,113,570,NA,D,535.6,1810,1622,188,0.1159,1804,1629,5,69,14,0,12,75,48,120,948,856,0,1014,228,786,610,176,76,Fairbanks North Star Borough,1,0,R,1478,300,216,319,559,0.566115702,0.278236915,0.155647383,0.902993348,0.038248337,3.379387603
04-265, Steese East-Gilmore,286,4,341,820,151,755,NA,D,16.04,4330,1622,2708,1.6695,4349,3813,24,158,45,6,54,249,160,292,2227,2122,2,1742,119,1623,1371,252,81,Fairbanks North Star Borough,1,0,D,3298,362,1083,566,1158,0.259908537,0.625,0.115091463,0.876753277,0.036330191,269.9501247
04-240, Farmers Loop,283,4,559,460,89,823,NA,D,12.4,3109,1622,1487,0.9168,3109,2658,31,160,84,3,18,155,74,255,1617,1492,2,1420,102,1318,933,385,59,Fairbanks North Star Borough,1,0,D,2582,500,630,484,893,0.504512635,0.415162455,0.08032491,0.854937279,0.051463493,250.7258065
04-280, University Hills,288,4,131,42,32,163,NA,D,16.14,699,1622,-923,-0.5691,705,613,11,45,5,1,9,21,18,57,369,336,5,398,48,350,158,192,25,Fairbanks North Star Borough,1,0,D,607,146,93,117,207,0.63902439,0.204878049,0.156097561,0.869503546,0.063829787,43.30855019
04-230, Ester,282,4,268,159,45,354,NA,D,109.1,1131,1622,-491,-0.3027,1131,1021,18,31,11,4,2,44,30,66,601,530,4,625,102,523,382,141,70,Fairbanks North Star Borough,1,0,D,946,221,157,168,358,0.56779661,0.336864407,0.095338983,0.902740937,0.027409372,10.36663611
04-250,Goldstream No. 1,284,4,251,185,46,355,NA,D,48.61,1580,1622,-42,-0.0259,1580,1385,17,45,10,0,10,113,38,118,824,756,0,802,88,714,456,258,34,Fairbanks North Star Borough,1,0,D,1156,219,197,249,439,0.520746888,0.383817427,0.095435685,0.876582278,0.028481013,32.50360008
04-270, Steese West,287,4,421,846,136,869,NA,D,62.19,5127,1622,3505,2.1609,5108,4274,42,330,94,5,33,330,151,579,2704,2404,0,2266,220,2046,1603,443,173,Fairbanks North Star Borough,1,0,D,3964,470,1137,669,1486,0.300071276,0.602993585,0.096935139,0.836726703,0.064604542,82.4409069
05-590, Richardson,294,5,27,119,7,32,116,B,9.44,811,1622,-811,-0.5,811,644,21,64,23,2,3,54,20,103,449,362,0,370,62,308,211,97,30,Fairbanks North Star Borough,1,0,D,536,51,180,80,195,0.176470588,0.777777778,0.045751634,0.794081381,0.07891492,85.91101695
05-587, Lakeview,292,5,27,101,10,50,83,B,6.18,544,1622,-1078,-0.6646,544,414,15,36,8,5,5,61,28,83,294,250,0,252,29,223,159,64,81,Fairbanks North Star Borough,1,0,D,416,40,138,60,157,0.195652174,0.731884058,0.072463768,0.761029412,0.066176471,88.02588997
05-596, University West,297,5,397,502,105,534,484,B,1.49,3589,1622,1967,1.2127,3589,2549,185,303,128,20,47,357,264,496,1816,1773,3,1449,71,1378,917,461,53,Fairbanks North Star Borough,1,0,D,2707,459,730,434,999,0.395418327,0.5,0.104581673,0.71022569,0.084424631,2408.724832
05-594, University Campus,296,5,51,24,9,58,22,B,0.64,1467,1622,-155,-0.0956,1467,1068,58,124,137,4,10,66,50,159,828,639,1151,168,22,146,1,145,14,Fairbanks North Star Borough,1,0,D,560,135,69,107,223,0.607142857,0.285714286,0.107142857,0.72801636,0.084526244,2292.1875
05-586, Geist,291,5,277,279,82,371,285,B,2.63,2886,1622,1264,0.7793,2890,1967,79,346,172,12,46,268,153,510,1539,1351,145,1199,96,1103,532,571,68,Fairbanks North Star Borough,1,0,D,1967,356,449,334,729,0.434169279,0.437304075,0.128526646,0.680622837,0.119723183,1097.338403
05-580, Airport,289,5,24,91,13,40,87,B,1.13,556,1622,-1066,-0.6572,552,414,25,45,12,4,4,48,54,68,326,226,17,249,25,224,99,125,20,Fairbanks North Star Borough,1,0,D,409,67,111,62,146,0.1875,0.7109375,0.1015625,0.75,0.081521739,492.0353982
05-592, Shanly,295,5,148,216,51,205,208,B,0.84,1545,1622,-77,-0.0475,1545,1015,57,237,59,10,14,153,97,331,771,774,0,726,67,659,339,320,46,Fairbanks North Star Borough,1,0,D,1096,170,227,171,455,0.356626506,0.520481928,0.122891566,0.656957929,0.153398058,1839.285714
05-582, Chena,290,5,798,903,196,1072,862,B,1365.99,5709,1622,4087,2.5197,5709,4761,71,379,101,2,47,348,186,620,3026,2683,8,2648,325,2323,1668,655,681,Fairbanks North Star Borough,1,0,D,4784,769,1212,821,1794,0.420664207,0.47601476,0.103321033,0.8339464,0.066386407,4.179386379
05-588, Pike,293,5,74,138,23,101,132,B,11.75,730,1622,-892,-0.5499,730,550,10,84,18,1,9,58,26,126,409,321,14,344,37,307,185,122,144,Fairbanks North Star Borough,1,0,D,577,72,170,108,200,0.314893617,0.587234043,0.09787234,0.753424658,0.115068493,62.12765957
06-024, Clear,301,6,20,49,3,20,50,B,2173.9,216,1622,-1406,-0.8668,216,189,3,12,2,0,2,8,6,20,124,92,24,174,82,92,77,15,171,Denali Borough,0,1,R,205,17,57,40,73,0.277777778,0.680555556,0.041666667,0.875,0.055555556,0.099360596
06-030, Eagle,335,6,28,56,4,32,53,B,9036.92,197,1622,-1425,-0.8785,197,155,1,37,1,0,0,3,1,40,109,88,0,323,229,94,88,6,229,Anchorage Municipality,0,1,R,214,23,55,50,72,0.318181818,0.636363636,0.045454545,0.78680203,0.187817259,0.021799463
06-023, Circle,334,6,21,8,0,19,9,B,63.84,87,1622,-1535,-0.9464,60,5,0,49,0,0,0,6,1,51,27,33,0,35,9,26,17,9,6,Yukon-Koyukuk Census Area,0,1,R,70,21,5,8,31,0.724137931,0.275862069,0,0.083333333,0.816666667,1.362781955
06-005, Anderson,331,6,12,48,3,7,57,B,3.45,211,1622,-1411,-0.8699,211,187,2,4,1,1,2,14,9,15,118,93,0,141,54,87,73,14,21,Denali Borough,0,1,R,180,16,70,22,64,0.19047619,0.761904762,0.047619048,0.886255924,0.018957346,61.15942029
06-050, Manley Hot Springs,308,6,7,39,3,10,38,B,3652.94,114,1622,-1508,-0.9297,114,81,0,18,0,0,0,15,6,33,64,50,0,221,166,55,41,14,109,Yukon-Koyukuk Census Area,0,1,R,145,17,39,36,48,0.142857143,0.795918367,0.06122449,0.710526316,0.157894737,0.03120774
06-095, Venetie,313,6,67,3,4,47,21,B,4385.02,167,1622,-1455,-0.897,167,3,0,153,1,0,0,10,3,160,101,66,0,90,28,62,46,16,72,Yukon-Koyukuk Census Area,0,1,R,151,47,12,17,63,0.905405405,0.040540541,0.054054054,0.017964072,0.916167665,0.038084205
06-040, Healy,306,6,99,214,39,67,294,B,2196.44,982,1622,-640,-0.3946,982,902,3,16,15,0,4,42,21,35,524,458,12,1013,603,410,314,96,262,Denali Borough,0,1,R,903,143,241,125,340,0.28125,0.607954545,0.110795455,0.918533605,0.016293279,0.447087105
06-015, Central,300,6,8,36,1,8,34,B,12430.4,146,1622,-1476,-0.91,173,119,0,48,0,0,1,5,3,52,95,78,10,302,217,85,70,15,329,Kenai Peninsula Borough,0,1,R,149,5,47,23,58,0.177777778,0.8,0.022222222,0.687861272,0.277456647,0.011745398
06-007, Arctic Village,298,6,58,1,5,56,4,B,4741.42,154,1622,-1468,-0.9051,154,8,0,136,0,0,0,10,0,146,87,67,0,86,20,66,49,17,30,Yukon-Koyukuk Census Area,0,1,R,108,62,5,6,23,0.90625,0.015625,0.078125,0.051948052,0.883116883,0.032479721
06-180, Two Rivers,319,6,119,346,51,137,348,B,700.12,1458,1622,-164,-0.1011,1458,1279,5,54,11,1,12,96,48,128,748,710,0,780,162,618,510,108,104,Fairbanks North Star Borough,0,1,R,1099,94,285,208,448,0.230620155,0.670542636,0.098837209,0.877229081,0.037037037,2.082500143
06-010, Beaver,332,6,23,4,2,13,8,B,2939.5,85,1622,-1537,-0.9476,85,2,0,82,0,0,0,1,4,83,44,41,0,60,23,37,32,5,58,Yukon-Koyukuk Census Area,0,1,R,59,19,2,9,28,0.793103448,0.137931034,0.068965517,0.023529412,0.964705882,0.028916482
06-026, Denali Park,303,6,79,11,5,59,33,B,8410.19,213,1622,-1409,-0.8687,213,200,1,0,1,0,2,9,3,6,116,97,0,257,138,119,59,60,153,Denali Borough,0,1,R,291,97,32,55,88,0.831578947,0.115789474,0.052631579,0.938967136,0,0.025326419
06-145, Eielson,314,6,65,290,45,68,312,B,438.33,2647,1622,1025,0.6319,2647,2126,207,24,69,12,43,166,210,54,1488,1159,425,848,209,639,3,636,217,Fairbanks North Star Borough,0,1,R,2359,234,1041,289,703,0.1625,0.725,0.1125,0.803173404,0.009066868,6.038829193
06-150, Fox,315,6,48,149,27,45,162,B,864.68,747,1622,-875,-0.5395,747,648,2,34,22,0,5,36,25,58,405,342,0,517,170,347,255,92,160,Fairbanks North Star Borough,0,1,R,564,51,165,92,202,0.214285714,0.665178571,0.120535714,0.86746988,0.045515395,0.863903409
06-090, Tok,341,6,98,331,39,131,326,B,617.22,1278,1622,-344,-0.2121,1278,993,8,159,6,0,5,107,31,261,679,599,2,738,199,539,417,122,146,Southeast Fairbanks Census Area,0,1,R,1131,90,326,222,411,0.209401709,0.707264957,0.083333333,0.776995305,0.124413146,2.070574512
06-056, Nenana,337,6,64,154,28,53,203,B,1353.71,676,1622,-946,-0.5832,676,434,3,184,3,0,1,51,7,220,355,321,0,424,140,284,215,69,200,Yukon-Koyukuk Census Area,0,1,R,563,65,156,98,210,0.260162602,0.62601626,0.113821138,0.642011834,0.272189349,0.499368402
06-160, Salcha,317,6,61,383,32,106,358,B,2977.87,1415,1622,-207,-0.1276,1415,1279,11,57,15,0,3,50,44,91,751,664,0,1365,797,568,457,111,311,Fairbanks North Star Borough,0,1,R,999,53,394,152,342,0.128151261,0.804621849,0.067226891,0.903886926,0.040282686,0.475171851
06-054, Minto,310,6,34,18,14,35,29,B,141.82,210,1622,-1412,-0.8705,210,9,0,190,0,0,1,10,1,200,118,92,0,94,29,65,45,20,38,Yukon-Koyukuk Census Area,0,1,R,137,28,11,17,76,0.515151515,0.272727273,0.212121212,0.042857143,0.904761905,1.480750247
06-035, Gakona,305,6,20,61,8,25,62,B,1298.15,344,1622,-1278,-0.7879,340,203,0,135,0,0,0,2,7,137,176,164,0,203,79,124,87,37,64,Valdez-Cordova Census Area,0,1,R,266,25,76,53,101,0.224719101,0.685393258,0.08988764,0.597058824,0.397058824,0.264992489
06-012, Cantwell,299,6,32,58,9,25,73,B,247.87,215,1622,-1407,-0.8674,215,168,1,34,0,0,4,8,3,42,125,90,0,201,98,103,86,17,85,Denali Borough,0,1,R,209,30,53,41,71,0.323232323,0.585858586,0.090909091,0.781395349,0.158139535,0.867390164
06-155, Moose Creek,316,6,32,160,17,43,160,B,40,876,1622,-746,-0.4599,876,700,40,39,27,5,11,54,36,62,474,402,4,386,33,353,163,190,166,Fairbanks North Star Borough,0,1,R,558,57,197,90,194,0.153110048,0.765550239,0.081339713,0.799086758,0.044520548,21.9
06-085, Tetlin,340,6,35,5,4,33,9,B,978.96,130,1622,-1492,-0.9199,130,8,0,117,0,0,0,5,3,122,72,58,0,67,23,44,37,7,73,Southeast Fairbanks Census Area,0,1,R,81,35,8,10,21,0.795454545,0.113636364,0.090909091,0.061538462,0.9,0.132793985
06-047, Kenny Lake,307,6,24,103,12,41,95,B,409.98,375,1622,-1247,-0.7688,375,310,1,35,1,0,1,27,12,60,200,175,0,284,127,157,116,41,27,Valdez-Cordova Census Area,0,1,R,368,38,118,60,132,0.172661871,0.741007194,0.086330935,0.826666667,0.093333333,0.914678765
06-060, Northway,338,6,37,31,3,32,39,B,3635.35,292,1622,-1330,-0.82,292,70,0,184,1,0,1,36,4,216,160,132,0,152,42,110,69,41,302,Southeast Fairbanks Census Area,0,1,R,217,34,46,52,71,0.521126761,0.436619718,0.042253521,0.239726027,0.630136986,0.08032239
06-080, Tanana,312,6,77,14,8,46,41,B,13314.17,250,1622,-1372,-0.8459,250,26,0,215,1,0,1,7,1,222,133,117,5,174,72,102,70,32,155,Yukon-Koyukuk Census Area,0,1,R,179,38,19,34,84,0.777777778,0.141414141,0.080808081,0.104,0.86,0.018776987
06-027, Dot Lake,304,6,6,37,2,7,37,B,2741.07,182,1622,-1440,-0.8878,182,110,0,65,0,0,0,7,4,72,93,89,0,145,83,62,26,36,134,Southeast Fairbanks Census Area,0,1,R,119,5,54,23,34,0.133333333,0.822222222,0.044444444,0.604395604,0.357142857,0.066397429
06-020, Chistochina,333,6,11,70,5,16,68,B,6214.68,253,1622,-1369,-0.844,253,170,1,68,0,0,0,14,0,81,141,112,0,323,201,122,100,22,190,Valdez-Cordova Census Area,0,1,R,216,21,64,44,71,0.127906977,0.813953488,0.058139535,0.671936759,0.268774704,0.040710061
06-075, Tanacross,339,6,21,3,4,22,4,B,470.66,152,1622,-1470,-0.9063,152,30,0,109,0,0,0,13,0,122,79,73,0,90,31,59,49,10,34,Southeast Fairbanks Census Area,0,1,R,90,31,10,9,39,0.75,0.107142857,0.142857143,0.197368421,0.717105263,0.32295075
06-053, Mentasta,309,6,21,11,4,19,16,B,1589.84,118,1622,-1504,-0.9273,118,32,0,85,0,0,0,1,0,86,72,46,0,102,53,49,29,20,57,Southeast Fairbanks Census Area,0,1,R,89,13,14,21,33,0.583333333,0.305555556,0.111111111,0.271186441,0.720338983,0.074221305
06-033, Fort Yukon,336,6,137,41,8,102,68,B,17723.06,687,1622,-935,-0.5764,687,57,3,612,1,3,1,10,2,622,379,308,2,447,159,288,207,81,238,Yukon-Koyukuk Census Area,0,1,R,492,117,70,52,223,0.73655914,0.220430108,0.043010753,0.082969432,0.890829694,0.038763058
06-070, Stevens Village,311,6,6,0,3,6,3,B,5984.62,102,1622,-1520,-0.9371,102,6,1,89,0,0,1,5,12,94,61,41,0,99,63,36,23,13,176,Yukon-Koyukuk Census Area,0,1,R,63,27,8,5,21,0.666666667,0,0.333333333,0.058823529,0.87254902,0.017043689
06-170, Steele Creek,318,6,134,286,52,147,309,B,70.91,1678,1622,56,0.0345,1678,1462,21,69,9,2,11,104,39,143,887,791,0,754,87,667,561,106,47,Fairbanks North Star Borough,0,1,R,1260,153,371,214,450,0.283898305,0.605932203,0.110169492,0.871275328,0.041120381,23.66379918
06-025, Copper Center,302,6,54,178,25,72,173,B,9961.52,1150,1622,-472,-0.291,1154,731,4,313,5,3,0,98,25,405,601,553,0,811,340,471,344,127,210,Valdez-Cordova Census Area,0,1,R,983,106,289,164,374,0.210116732,0.692607004,0.097276265,0.633448873,0.271230503,0.115444229
07-130, Foothills,162,7,59,326,37,60,329,B,3.63,1608,1622,-14,-0.0086,1608,1370,20,71,27,4,8,108,60,155,846,762,0,549,30,519,427,92,24,Anchorage Municipality,0,0,R,1199,86,466,161,421,0.139810427,0.772511848,0.087677725,0.85199005,0.044154229,442.9752066
07-100,Lakes No. 1,155,7,95,395,69,112,404,B,2.68,1941,1622,319,0.1967,1893,1582,29,102,17,3,18,142,70,198,960,933,19,661,37,624,558,66,32,Matanuska-Susitna Borough,0,0,R,1612,119,608,261,543,0.169946333,0.706618962,0.123434705,0.835710512,0.053882726,724.2537313
07-125,Wasilla No. 2,161,7,146,700,91,174,698,B,8.12,4203,1622,2581,1.5912,4203,3527,47,221,92,10,37,269,169,385,2150,2053,95,1601,166,1435,891,544,88,Matanuska-Susitna Borough,0,0,R,3043,258,1085,442,1093,0.155816435,0.747065101,0.097118463,0.839162503,0.052581489,517.6108374
07-115, Wasilla Lake,159,7,72,336,42,97,327,B,2.86,1951,1622,329,0.2028,1791,1444,24,86,36,5,14,182,60,226,909,882,23,803,87,716,371,345,43,Matanuska-Susitna Borough,0,0,R,1503,141,468,229,575,0.16,0.746666667,0.093333333,0.80625349,0.048017867,682.1678322
07-120,Wasilla No. 1,160,7,160,642,75,206,578,B,4.93,3694,1622,2072,1.2774,3854,3200,61,205,75,10,56,247,170,389,1866,1988,0,1765,152,1613,737,876,127,Matanuska-Susitna Borough,0,0,R,2860,266,1001,454,968,0.182440137,0.732041049,0.085518814,0.830306175,0.053191489,749.2900609
07-110, Schrock,158,7,118,433,49,146,421,B,3.33,2866,1622,1244,0.767,2866,2499,15,129,24,10,29,160,141,238,1469,1397,0,1021,41,980,660,320,32,Matanuska-Susitna Borough,0,0,R,2126,173,791,305,755,0.196666667,0.721666667,0.081666667,0.871946964,0.045010468,860.6606607
07-105, Pioneer Peak,156,7,67,311,14,66,308,B,3.09,1440,1622,-182,-0.1122,1488,1274,18,68,15,2,6,105,40,154,737,751,37,567,39,528,413,115,49,Matanuska-Susitna Borough,0,0,R,1124,97,452,172,357,0.170918367,0.793367347,0.035714286,0.856182796,0.045698925,466.0194175
08-135,Meadow Lakes No. 2,157,8,115,671,65,155,639,B,18.49,3143,1622,1521,0.9377,3146,2689,12,178,24,15,18,210,95,335,1680,1466,0,1408,249,1159,925,234,94,Matanuska-Susitna Borough,0,1,R,2274,142,819,359,796,0.135135135,0.788484136,0.076380729,0.854736173,0.056579784,169.983775
08-140,Knik Goose Bay No. 1,168,8,120,735,85,148,739,B,21.5,3644,1622,2022,1.2466,3644,3045,31,219,46,14,24,265,170,405,1895,1749,0,1353,140,1213,993,220,75,Matanuska-Susitna Borough,0,1,R,2617,146,991,358,980,0.127659574,0.781914894,0.090425532,0.835620198,0.060098793,169.4883721
08-150,Knik Goose Bay No. 3,169,8,128,725,70,167,712,B,416.1,3562,1622,1940,1.1961,3562,2871,74,315,49,5,15,233,156,473,1960,1602,126,1519,328,1191,984,207,190,Matanuska-Susitna Borough,0,1,R,2460,174,972,350,817,0.138678223,0.785482124,0.075839653,0.806007861,0.088433464,8.560442201
08-155, Big Lake,167,8,156,896,81,171,902,B,233.18,3310,1622,1688,1.0407,3310,2855,7,229,18,3,21,177,103,348,1744,1566,0,2788,1430,1358,1103,255,241,Matanuska-Susitna Borough,0,1,R,2641,158,965,446,932,0.137687555,0.79082083,0.071491615,0.862537764,0.06918429,14.19504246
08-130,Meadow Lakes No. 1,183,8,57,312,39,77,312,B,5.48,1432,1622,-190,-0.1171,1432,1203,15,96,12,1,18,87,79,158,716,716,0,593,84,509,384,125,22,Matanuska-Susitna Borough,0,1,R,1004,80,348,152,350,0.139705882,0.764705882,0.095588235,0.840083799,0.067039106,261.3138686
08-145,Knik Goose Bay No. 2,166,8,90,506,64,98,538,B,7.2,2739,1622,1117,0.6887,2739,2323,25,131,34,6,12,208,110,294,1429,1310,0,991,64,927,716,211,41,Matanuska-Susitna Borough,0,1,R,1994,131,697,325,743,0.136363636,0.766666667,0.096969697,0.848119752,0.047827674,380.4166667
09-665, Whittier,328,9,38,61,8,NA,55,R,19.67,220,1622,-1402,-0.8644,220,153,1,12,17,7,1,29,11,33,125,95,0,280,166,114,43,71,36,Valdez-Cordova Census Area,0,0,R,254,36,49,47,100,0.355140187,0.570093458,0.074766355,0.695454545,0.054545455,11.18454499
09-622, Farm Loop,321,9,174,657,104,NA,566,R,224.06,2767,1622,1145,0.7059,2819,2483,24,95,28,3,11,175,67,213,1411,1408,7,1149,156,993,857,136,106,Matanuska-Susitna Borough,0,0,R,2335,183,877,380,776,0.186096257,0.702673797,0.111229947,0.880808797,0.033699894,12.3493707
09-632, Glennallen,323,9,26,146,20,NA,123,R,6169.56,712,1622,-910,-0.561,712,586,5,42,5,10,4,60,9,94,377,335,18,913,587,326,193,133,220,Valdez-Cordova Census Area,0,0,R,708,51,282,104,233,0.135416667,0.760416667,0.104166667,0.823033708,0.058988764,0.115405313
09-645, Sutton,325,9,100,295,38,NA,295,R,253.87,1719,1622,97,0.0598,1667,1201,35,257,28,6,6,134,72,369,1092,575,482,720,228,492,387,105,86,Matanuska-Susitna Borough,0,0,R,999,97,285,165,405,0.230946882,0.681293303,0.087759815,0.720455909,0.154169166,6.771182101
09-608, Delta Junction,342,9,35,262,23,NA,190,R,16.72,958,1622,-664,-0.4094,958,844,17,31,11,6,9,40,45,53,526,432,0,517,140,377,205,172,87,Southeast Fairbanks Census Area,0,0,R,783,48,322,132,235,0.109375,0.81875,0.071875,0.881002088,0.032359081,57.29665072
09-660,Valdez No. 3,327,9,115,253,45,NA,202,R,2699.62,1647,1622,25,0.0154,1647,1361,4,133,24,7,12,106,75,211,921,726,93,800,125,675,518,157,283,Valdez-Cordova Census Area,0,0,R,1088,114,278,146,465,0.278450363,0.612590799,0.108958838,0.826350941,0.080752884,0.610085864
09-628, Fishhook,322,9,235,838,100,NA,662,R,53.42,3168,1622,1546,0.9531,3168,2814,18,113,30,10,18,165,84,228,1652,1516,24,1241,131,1110,954,156,68,Matanuska-Susitna Borough,0,0,R,2839,210,1109,407,986,0.200341006,0.714407502,0.085251492,0.888257576,0.035669192,59.3036316
09-640, Sheep Mountain,324,9,30,81,6,NA,61,R,11306.44,333,1622,-1289,-0.7947,333,309,0,5,4,0,0,15,11,18,192,141,0,1038,882,156,128,28,863,Matanuska-Susitna Borough,0,0,R,339,18,159,51,93,0.256410256,0.692307692,0.051282051,0.927927928,0.015015015,0.029452241
09-600, Big Delta,320,9,136,816,82,NA,574,R,5061.6,3839,1622,2217,1.3668,3839,3440,50,106,45,12,54,132,146,171,2198,1641,367,1878,597,1281,837,444,881,Southeast Fairbanks Census Area,0,0,R,2706,157,1082,433,931,0.131528046,0.789168279,0.079303675,0.896066684,0.027611357,0.758455824
